timestamp;total_packets;total_loopback;total_multicast;total_udp;total_tcp;total_options;total_fragment;total_fin;total_syn;total_intensity;input_packets;input_udp;input_tcp;input_options;input_fragment;input_fin;input_syn;input_intensity;output_packets;output_udp;output_tcp;output_options;output_fragment;output_fin;output_syn;output_intensity
2025-11-06T18:33:07.742042;400;0;0;0;200;0;200;0;0;198.73388587678517;113;0;113;0;113;0;0;56.14232276019181;87;0;87;0;87;0;0;43.22462017820077
2025-11-06T18:33:09.755064;400;0;0;0;200;0;200;0;0;198.84890285460713;112;0;112;0;112;0;0;55.67769279929;88;0;88;0;88;0;0;43.74675862801357
2025-11-06T18:33:11.768044;400;0;0;0;200;0;200;0;0;198.83264212315495;111;0;111;0;111;0;0;55.1760581891755;89;0;89;0;89;0;0;44.24026287240198
2025-11-06T18:33:13.782028;400;0;1;0;200;0;200;0;0;198.72727109049964;114;0;114;0;114;0;0;56.6372722607924;86;0;86;0;86;0;0;42.72636328445742
2025-11-06T18:33:15.796037;400;0;0;0;200;0;200;0;0;198.75839502618763;114;0;114;0;114;0;0;56.646142582463476;86;0;86;0;86;0;0;42.73305493063034
2025-11-06T18:33:17.811088;280;0;2;0;140;0;140;2;0;139.03761386733143;77;0;77;0;77;1;0;38.23534381351614;63;0;63;0;63;1;0;31.28346312014957
2025-11-06T18:33:19.825029;76;0;0;0;38;0;38;0;0;37.760198704530424;22;0;22;0;22;0;0;10.930583835521965;16;0;16;0;16;0;0;7.949515516743247
2025-11-06T18:33:21.839087;400;0;0;0;200;0;200;0;0;198.75361514986056;114;0;114;0;114;0;0;56.644780317710264;86;0;86;0;86;0;0;42.732027257220025
2025-11-06T18:33:23.853061;400;0;0;0;200;0;200;0;0;198.79647742438348;112;0;112;0;112;0;0;55.663013678827376;88;0;88;0;88;0;0;43.735225033364365
2025-11-06T18:33:25.867082;400;0;0;0;200;0;200;0;0;198.72668260771252;114;0;114;0;114;0;0;56.63710454319806;86;0;86;0;86;0;0;42.72623676065819
2025-11-06T18:33:27.881070;400;0;0;0;200;0;200;0;0;198.77398420065146;112;0;112;0;112;0;0;55.65671557618241;88;0;88;0;88;0;0;43.73027652414332
2025-11-06T18:33:29.893030;400;0;0;0;200;0;200;0;0;198.9312135145797;114;0;114;0;114;0;0;56.69539585165521;86;0;86;0;86;0;0;42.770210905634634
2025-11-06T18:33:31.907054;400;0;0;0;200;0;200;0;0;198.7392533579536;113;0;113;0;113;0;0;56.1438390736219;87;0;87;0;87;0;0;43.22578760535491
2025-11-06T18:33:33.924166;400;0;0;0;200;0;200;0;0;198.5397921778909;114;0;114;0;114;0;0;56.5838407706989;86;0;86;0;86;0;0;42.68605531824654
2025-11-06T18:33:35.938064;400;0;0;0;200;0;200;0;0;198.74593957334082;113;0;113;0;113;0;0;56.145727929468784;87;0;87;0;87;0;0;43.22724185720163
2025-11-06T18:33:37.952064;400;0;0;0;200;0;200;0;0;198.7717469331882;112;0;112;0;112;0;0;55.6560891412927;88;0;88;0;88;0;0;43.72978432530141
2025-11-06T18:33:39.966047;400;0;0;0;200;0;200;0;0;198.7300016962371;111;0;111;0;111;0;0;55.147575470705796;89;0;89;0;89;0;0;44.21742537741275
2025-11-06T18:33:41.982070;400;0;1;0;200;0;200;0;0;198.5306765410454;110;0;110;0;110;0;0;54.595936048787486;90;0;90;0;90;0;0;44.66940222173521
2025-11-06T18:33:43.998035;400;0;0;0;200;0;198;0;0;198.53283790500083;116;0;116;0;114;0;0;57.57452299245024;84;0;84;0;84;0;0;41.691895960050175
2025-11-06T18:33:46.014042;400;0;0;0;200;0;197;0;0;198.52595459438427;111;0;111;0;108;0;0;55.09095239994164;89;0;89;0;89;0;0;44.1720248972505
2025-11-06T18:33:48.030034;400;0;0;0;200;0;198;0;0;198.69050937872976;113;0;113;0;111;0;0;56.13006889949116;87;0;87;0;87;0;0;43.21518578987372
2025-11-06T18:33:50.044055;400;0;0;0;200;0;199;0;0;198.7266355292401;113;0;113;0;112;0;0;56.14027453701033;87;0;87;0;87;0;0;43.22304322760972
2025-11-06T18:33:52.058026;400;0;0;0;200;0;200;0;0;198.74612792395124;117;0;117;0;117;0;0;58.13324241775574;83;0;83;0;83;0;0;41.23982154421988
2025-11-06T18:33:54.073061;400;0;0;0;200;0;200;0;0;198.64668140463903;115;0;115;0;115;0;0;57.11092090383372;85;0;85;0;85;0;0;42.2124197984858
2025-11-06T18:33:56.087079;400;0;1;0;200;0;200;0;0;198.78893986086968;112;0;112;0;112;0;0;55.66090316104351;88;0;88;0;88;0;0;43.73356676939133
2025-11-06T18:33:58.101028;400;0;0;0;200;0;200;0;0;198.72938965739195;111;0;111;0;111;0;0;55.14740562992627;89;0;89;0;89;0;0;44.21728919876971
2025-11-06T18:34:00.116123;400;0;0;0;200;0;200;0;0;198.6391787144705;110;0;110;0;110;0;0;54.62577414647938;90;0;90;0;90;0;0;44.69381521075586
2025-11-06T18:34:02.131071;400;0;0;0;200;0;200;0;0;198.7297427562656;117;0;117;0;117;0;0;58.128449756207694;83;0;83;0;83;0;0;41.23642162192512
2025-11-06T18:34:04.145095;400;0;0;0;200;0;200;0;0;198.72456409853683;113;0;113;0;113;0;0;56.13968935783666;87;0;87;0;87;0;0;43.222592691431764
2025-11-06T18:34:06.159064;400;0;0;0;200;0;200;0;0;198.7913895063148;113;0;113;0;113;0;0;56.15856753553393;87;0;87;0;87;0;0;43.237127217623474
2025-11-06T18:34:08.173065;400;0;2;0;200;0;200;0;0;198.72585873766582;115;0;115;0;115;0;0;57.13368438707892;85;0;85;0;85;0;0;42.229244981753986
2025-11-06T18:34:10.187026;400;0;1;0;200;0;200;0;0;198.74909449315606;110;0;110;0;110;0;0;54.656000985617915;90;0;90;0;90;0;0;44.71854626096011
2025-11-06T18:34:12.215034;400;0;0;0;200;0;200;0;0;198.8078790753639;84;0;84;0;84;0;0;41.749654605826414;116;0;116;0;116;0;0;57.65428493185553
2025-11-06T18:34:14.232045;400;0;0;0;200;0;200;0;0;198.43369854504328;124;0;124;0;124;0;0;61.51444654896342;76;0;76;0;76;0;0;37.70240272355822
2025-11-06T18:34:16.248034;400;0;0;0;200;0;200;0;0;198.533119825508;116;0;116;0;116;0;0;57.57460474939732;84;0;84;0;84;0;0;41.69195516335668
2025-11-06T18:34:18.264033;400;0;0;1;199;0;200;0;0;198.52879713238033;116;0;116;0;116;0;0;57.573351168390296;84;1;83;0;84;0;0;41.69104739779987
2025-11-06T18:34:20.278039;400;0;0;1;199;0;200;0;0;198.75957237091515;115;1;114;0;115;0;0;57.14337705663811;85;0;85;0;85;0;0;42.236409128819474
2025-11-06T18:34:22.294051;400;0;0;2;198;0;200;0;0;198.53260297185648;114;0;114;0;114;0;0;56.581791846979094;86;2;84;0;86;0;0;42.68450963894914
2025-11-06T18:34:24.313062;400;0;0;1;199;0;200;0;0;198.32539722787763;116;1;115;0;116;0;0;57.51436519608452;84;0;84;0;84;0;0;41.6483334178543
2025-11-06T18:34:26.328067;400;0;1;3;197;0;200;2;0;198.66434671568024;113;2;111;0;113;1;0;56.12267794717967;87;1;86;0;87;1;0;43.20949541066045
2025-11-06T18:34:28.342032;400;0;0;0;200;0;200;0;0;198.72585873766582;112;0;112;0;112;0;0;55.64324044654643;88;0;88;0;88;0;0;43.71968892228648
2025-11-06T18:34:30.359064;400;0;0;0;200;0;200;0;0;198.43961313230596;120;0;120;0;120;0;0;59.53188393969179;80;0;80;0;80;0;0;39.687922626461194
2025-11-06T18:34:32.375083;400;0;0;0;200;0;200;0;0;198.5275285516469;119;0;119;0;119;0;0;59.06193974411495;81;0;81;0;81;0;0;40.201824531708496
2025-11-06T18:34:34.391061;400;0;0;0;200;0;200;0;0;198.6694751839833;114;0;114;0;114;0;0;56.62080042743524;86;0;86;0;86;0;0;42.71393716455641
2025-11-06T18:34:36.407045;400;0;0;0;200;0;200;0;0;198.5300657293262;112;0;112;0;112;0;0;55.58841840421133;88;0;88;0;88;0;0;43.676614460451766
2025-11-06T18:34:38.423026;400;0;0;0;200;0;200;0;0;198.53239153250195;111;0;111;0;111;0;0;55.09273865026929;89;0;89;0;89;0;0;44.173457115981684
2025-11-06T18:34:40.437075;400;0;0;0;200;0;200;0;0;198.74598666095997;117;0;117;0;117;0;0;58.13320109833079;83;0;83;0;83;0;0;41.23979223214919
2025-11-06T18:34:42.451077;400;0;0;0;200;0;200;0;0;198.7274829451562;115;0;115;0;115;0;0;57.13415134673241;85;0;85;0;85;0;0;42.2295901258457
2025-11-06T18:34:44.465026;400;0;0;0;200;0;200;0;0;198.76557704599318;113;0;113;0;113;0;0;56.151275515493076;87;0;87;0;87;0;0;43.23151300750352
2025-11-06T18:34:46.479053;400;0;0;0;200;0;199;0;0;198.74735221162072;114;0;114;0;113;0;0;56.64299538031191;86;0;86;0;86;0;0;42.73068072549846
2025-11-06T18:34:48.496025;400;0;0;0;200;0;198;0;0;198.5653815176913;112;0;112;0;110;0;0;55.59830682495356;88;0;88;0;88;0;0;43.684383933892086
2025-11-06T18:34:50.512073;394;0;0;0;197;0;196;0;0;195.5470471499196;111;0;111;0;110;0;0;55.09066556761694;86;0;86;0;86;0;0;42.68285800734285
2025-11-06T18:34:52.526027;398;0;0;0;199;0;199;0;0;197.80144033287525;115;0;115;0;115;0;0;57.153682508242845;84;0;84;0;84;0;0;41.74703765819478
2025-11-06T18:34:54.541227;400;0;0;0;200;0;200;0;0;198.60915010891577;118;0;118;0;118;0;0;58.589699282130155;82;0;82;0;82;0;0;40.71487577232774
2025-11-06T18:34:56.556072;400;0;0;0;200;0;200;0;0;198.76731964707378;113;0;113;0;113;0;0;56.151767800298344;87;0;87;0;87;0;0;43.231892023238544
2025-11-06T18:34:58.571032;400;0;0;0;198;0;198;0;0;198.71418405645082;116;0;116;0;116;0;0;57.62711337637074;82;0;82;0;82;0;0;40.73640773157242
2025-11-06T18:35:00.585026;400;0;0;0;200;0;200;0;0;198.76103229774841;113;0;113;0;113;0;0;56.14999162411393;87;0;87;0;87;0;0;43.23052452476028
2025-11-06T18:35:02.599065;400;0;0;0;200;0;200;0;0;198.74692841802823;114;0;114;0;114;0;0;56.64287459913805;86;0;86;0;86;0;0;42.73058960987607
2025-11-06T18:35:04.615045;400;0;0;0;200;0;200;0;0;198.53368366892434;114;0;114;0;114;0;0;56.58209984564344;86;0;86;0;86;0;0;42.684741988818736
2025-11-06T18:35:06.631036;400;0;0;0;200;0;200;0;0;198.6313238405429;115;0;115;0;115;0;0;57.106505604156084;85;0;85;0;85;0;0;42.20915631611537
2025-11-06T18:35:08.647087;400;0;0;0;200;0;200;0;0;198.5332137991883;115;0;115;0;115;0;0;57.07829896726664;85;0;85;0;85;0;0;42.18830793232752
2025-11-06T18:35:10.661054;400;0;0;0;200;0;200;0;0;198.73755833257817;113;0;113;0;113;0;0;56.143360228953334;87;0;87;0;87;0;0;43.22541893733575
2025-11-06T18:35:12.679071;398;0;0;0;199;0;199;0;0;197.40503678581334;112;0;112;0;112;0;0;55.55116613068114;87;0;87;0;87;0;0;43.15135226222552
2025-11-06T18:35:14.694053;400;0;0;0;200;0;200;0;0;198.62694983872794;113;0;113;0;113;0;0;56.11211332944064;87;0;87;0;87;0;0;43.20136158992332
2025-11-06T18:35:16.711035;400;0;0;0;200;0;200;1;0;198.4347077552234;111;0;111;0;111;0;0;55.065631402074494;89;0;89;0;89;1;0;44.151722475537206
2025-11-06T18:35:18.727057;400;0;0;0;200;0;200;0;0;198.5377246404664;111;0;111;0;111;0;0;55.09421858772942;89;0;89;0;89;0;0;44.17464373250377
2025-11-06T18:35:20.743026;400;0;0;0;200;0;200;0;0;198.53645594563883;114;0;114;0;114;0;0;56.58288994450707;86;0;86;0;86;0;0;42.68533802831235
2025-11-06T18:35:22.758063;398;0;0;0;199;0;199;0;0;197.63173268566308;112;0;112;0;112;0;0;55.61495995174438;87;0;87;0;87;0;0;43.20090639108715
2025-11-06T18:35:24.773023;406;0;0;0;203;0;203;0;0;201.60635408630884;116;0;116;0;116;0;0;57.6018154532311;87;0;87;0;87;0;0;43.20136158992332
2025-11-06T18:35:26.789062;400;0;1;0;200;0;200;0;0;198.5285387164716;109;0;109;0;109;0;0;54.09902680023851;91;0;91;0;91;0;0;45.16524255799729
2025-11-06T18:35:28.806063;400;0;0;0;200;0;200;0;0;198.4318209720231;118;0;118;0;118;0;0;58.53738718674681;82;0;82;0;82;0;0;40.67852329926473
2025-11-06T18:35:30.822021;400;0;0;0;200;0;200;0;0;198.59335170054538;114;0;114;0;114;0;0;56.59910523465544;86;0;86;0;86;0;0;42.69757061561726
2025-11-06T18:35:32.839197;400;0;0;0;200;0;200;0;0;198.41255443206927;112;0;112;0;112;0;0;55.555515240979396;88;0;88;0;88;0;0;43.65076197505524
2025-11-06T18:35:34.855042;400;0;0;0;200;0;200;0;0;198.65030359584745;113;0;113;0;113;0;0;56.118710765826904;87;0;87;0;87;0;0;43.20644103209682
2025-11-06T18:35:36.869102;400;0;0;0;200;0;200;0;0;198.72409332485398;111;0;111;0;111;0;0;55.14593589764698;89;0;89;0;89;0;0;44.21611076478001
2025-11-06T18:35:38.886038;400;0;3;0;200;0;199;0;0;198.44411972116694;113;0;113;0;112;0;0;56.06046382122966;87;0;87;0;87;0;0;43.16159603935381
2025-11-06T18:35:40.903026;400;0;0;0;196;0;196;0;0;198.53845297260082;79;0;79;0;79;0;0;39.21134446208866;117;0;117;0;117;0;0;58.07249749448574
2025-11-06T18:35:42.917038;400;0;0;0;200;0;200;0;0;198.72404624760838;110;0;110;0;110;0;0;54.649112718092304;90;0;90;0;90;0;0;44.71291040571188
2025-11-06T18:35:44.935045;400;0;0;0;200;0;200;0;0;198.3316804920955;114;0;114;0;114;0;0;56.524528940247215;86;0;86;0;86;0;0;42.641311305800535
2025-11-06T18:35:46.951070;400;0;0;0;200;0;200;0;0;198.5302066855432;116;0;116;0;116;0;0;57.57375993880752;84;0;84;0;84;0;0;41.69134340396407
2025-11-06T18:35:48.967080;400;0;0;0;200;0;200;0;0;198.56448848199955;116;0;116;0;116;0;0;57.58370165977986;84;0;84;0;84;0;0;41.698542581219904
2025-11-06T18:35:50.983027;400;0;0;0;200;0;200;0;0;198.54907313203017;115;0;115;0;115;0;0;57.082858525458676;85;0;85;0;85;0;0;42.19167804055641
2025-11-06T18:35:52.997056;400;0;0;0;200;0;200;0;0;198.75206115092274;115;0;115;0;115;0;0;57.14121758089029;85;0;85;0;85;0;0;42.23481299457109
2025-11-06T18:35:55.011065;400;0;0;0;200;0;200;0;0;198.7996575054347;114;0;114;0;114;0;0;56.65790238904889;86;0;86;0;86;0;0;42.74192636366846
2025-11-06T18:35:57.024061;400;0;1;0;200;0;200;1;0;198.82149681021045;113;0;113;0;113;0;0;56.16707284888445;87;0;87;0;87;1;0;43.24367555622077
2025-11-06T18:35:59.040120;400;0;1;0;200;0;200;0;0;198.60480059397187;116;0;116;0;116;0;0;57.59539217225184;84;0;84;0;84;0;0;41.707008124734095
2025-11-06T18:36:01.055043;400;0;0;0;200;0;200;0;0;198.732708836343;114;0;114;0;114;0;0;56.63882201835775;86;0;86;0;86;0;0;42.72753239981374
2025-11-06T18:36:03.068044;400;0;0;0;200;0;200;1;0;198.83016789715717;115;0;115;0;115;1;0;57.16367327043269;85;0;85;0;85;0;0;42.2514106781459
2025-11-06T18:36:05.081047;400;0;1;0;200;0;200;0;0;198.91243946124436;117;0;117;0;117;0;0;58.18188854241397;83;0;83;0;83;0;0;41.2743311882082
2025-11-06T18:36:07.094673;400;0;0;0;200;0;200;0;0;198.76531801330597;116;0;116;0;116;0;0;57.641942223858734;84;0;84;0;84;0;0;41.74071678279426
2025-11-06T18:36:09.109045;400;0;1;0;196;0;196;1;0;198.7352277198965;111;0;111;0;111;0;0;55.14902569227128;85;0;85;0;85;1;0;42.23123589047801
2025-11-06T18:36:11.125036;400;0;0;0;200;0;200;0;0;198.53201564142813;117;0;117;0;117;0;0;58.07061457511773;83;0;83;0;83;0;0;41.195393245596335
2025-11-06T18:36:13.139073;400;0;0;0;200;0;200;0;0;198.75815955891588;114;0;114;0;114;0;0;56.646075474291024;86;0;86;0;86;0;0;42.73300430516691
2025-11-06T18:36:15.153075;400;0;0;0;200;0;200;0;0;198.72776541873426;114;0;114;0;114;0;0;56.63741314433927;86;0;86;0;86;0;0;42.72646956502787
2025-11-06T18:36:17.168041;400;0;0;0;200;0;200;0;0;198.69622749684942;118;0;118;0;118;0;0;58.61538711157058;82;0;82;0;82;0;0;40.73272663685413
2025-11-06T18:36:19.184042;400;0;0;0;200;0;200;0;0;198.57426531012493;119;0;119;0;119;0;0;59.075843929762165;81;0;81;0;81;0;0;40.2112887253003
2025-11-06T18:36:21.198048;400;0;0;0;200;0;200;0;0;198.73871188837134;115;0;115;0;115;0;0;57.13737966790676;85;0;85;0;85;0;0;42.23197627627891
2025-11-06T18:36:23.211126;400;0;0;0;200;0;200;0;0;198.85955625387888;114;0;114;0;114;0;0;56.67497353235548;86;0;86;0;86;0;0;42.75480459458396
2025-11-06T18:36:25.227050;400;0;0;0;200;0;200;0;0;198.59024873709143;117;0;117;0;117;0;0;58.08764775559924;83;0;83;0;83;0;0;41.20747661294647
2025-11-06T18:36:27.241034;400;0;0;0;200;0;200;0;0;198.72833036829948;116;0;116;0;116;0;0;57.63121580680685;84;0;84;0;84;0;0;41.73294937734289
2025-11-06T18:36:29.255042;400;0;0;0;200;0;200;0;0;198.72519964654686;116;0;116;0;116;0;0;57.63030789749858;84;0;84;0;84;0;0;41.73229192577484
2025-11-06T18:36:31.269093;400;0;0;0;200;0;199;0;0;198.77683384581954;118;0;118;0;117;0;0;58.639165984516765;82;0;82;0;82;0;0;40.749250938393004
2025-11-06T18:36:33.283026;400;0;0;0;200;0;197;0;0;198.75651130363497;122;0;122;0;119;0;0;60.620735947608665;78;0;78;0;78;0;0;38.75751970420882
2025-11-06T18:36:35.303075;400;0;1;0;200;0;199;0;0;198.1369438505058;116;0;116;0;115;0;0;57.459713716646675;84;0;84;0;84;0;0;41.60875820860622
2025-11-06T18:36:37.317045;400;0;0;0;200;0;198;0;0;198.73941815362952;113;0;113;0;111;0;0;56.143885628400334;87;0;87;0;87;0;0;43.22582344841442
2025-11-06T18:36:39.331053;400;0;0;0;200;0;200;0;0;198.75109580018292;113;0;113;0;113;0;0;56.14718456355167;87;0;87;0;87;0;0;43.228363336539786
2025-11-06T18:36:41.345052;400;0;0;0;200;0;200;2;0;198.73007231634642;112;0;112;0;112;0;0;55.644420248577;88;0;88;0;88;2;0;43.72061590959622
2025-11-06T18:36:43.358076;400;0;0;0;200;0;199;2;0;198.8311340161713;117;0;117;0;116;2;0;58.1581066997301;83;0;83;0;83;0;0;41.25746030835554
2025-11-06T18:36:45.381042;400;0;0;0;200;0;199;0;0;197.88079089021738;116;0;116;0;115;0;0;57.38542935816304;84;0;84;0;84;0;0;41.55496608694565
2025-11-06T18:36:47.395033;400;0;1;0;200;0;200;0;0;198.79730188007193;115;0;115;0;115;0;0;57.15422429052068;85;0;85;0;85;0;0;42.24442664951528
2025-11-06T18:36:49.408069;400;0;0;0;200;0;200;0;0;198.83485719676446;123;0;123;0;123;0;0;61.14171858800507;77;0;77;0;77;0;0;38.27571001037715
2025-11-06T18:36:51.426072;400;0;0;0;200;0;200;0;0;198.36596411628727;117;0;117;0;117;0;0;58.02204450401403;83;0;83;0;83;0;0;41.16093755412961
2025-11-06T18:36:53.438045;400;0;0;0;200;0;200;0;0;198.95711620371418;118;0;118;0;118;0;0;58.692349280095684;82;0;82;0;82;0;0;40.786208821761406
2025-11-06T18:36:55.455032;400;0;0;0;200;0;200;0;0;198.4323138315016;117;0;117;0;117;0;0;58.04145179571422;83;0;83;0;83;0;0;41.17470512003658
2025-11-06T18:36:57.468082;400;0;0;0;200;0;200;0;0;198.82069571534296;116;0;116;0;116;0;0;57.65800175744946;84;0;84;0;84;0;0;41.75234610022202
2025-11-06T18:36:59.482043;400;0;0;0;200;0;200;0;0;198.75505144321534;116;0;116;0;116;0;0;57.638964918532444;84;0;84;0;84;0;0;41.73856080307522
2025-11-06T18:37:01.495106;400;0;0;0;200;0;200;0;0;198.85776489452388;111;0;111;0;111;0;0;55.18302975823038;89;0;89;0;89;0;0;44.245852689031565
2025-11-06T18:37:03.509073;400;0;0;8;192;0;196;0;0;198.74881195894008;113;0;113;0;113;0;0;56.14653937840057;79;0;79;0;79;0;0;39.252890361890664
2025-11-06T18:37:05.525060;400;0;0;0;200;0;199;0;0;198.53413004723365;114;0;114;0;113;0;0;56.58222706346159;86;0;86;0;86;0;0;42.684837960155235
2025-11-06T18:37:07.541101;398;0;1;0;199;0;199;0;0;197.59430369595722;112;0;112;0;112;0;0;55.60442717072163;87;0;87;0;87;0;0;43.19272467725698
2025-11-06T18:37:09.555090;400;0;0;0;200;0;200;0;0;198.76746094039245;111;0;111;0;111;0;0;55.1579704109589;89;0;89;0;89;0;0;44.22576005923732
2025-11-06T18:37:11.571083;400;0;0;0;200;0;200;0;0;198.56756713892875;111;0;111;0;111;0;0;55.10249988105273;89;0;89;0;89;0;0;44.181283688411646
2025-11-06T18:37:13.587066;400;0;1;0;200;0;200;0;0;198.60642282321487;112;0;112;0;112;0;0;55.60979839050016;88;0;88;0;88;0;0;43.69341302110727
2025-11-06T18:37:15.602048;400;0;1;0;200;0;200;0;0;198.63010098192592;115;0;115;0;115;0;0;57.10615403230371;85;0;85;0;85;0;0;42.20889645865926
2025-11-06T18:37:17.616037;400;0;0;0;200;0;200;0;0;198.75349742181757;112;0;112;0;112;0;0;55.65097927810892;88;0;88;0;88;0;0;43.725769432799865
2025-11-06T18:37:19.632159;402;0;0;0;201;0;198;0;0;199.51466532182533;111;0;111;0;108;0;0;55.089870275429384;90;0;90;0;90;0;0;44.66746238548329
2025-11-06T18:37:21.648031;400;0;0;0;200;0;199;0;0;198.68810927906645;112;0;112;0;111;0;0;55.63267059813861;88;0;88;0;88;0;0;43.711384041394616
2025-11-06T18:37:23.662053;400;0;0;0;200;0;198;0;0;198.76675447580786;111;0;111;0;109;0;0;55.15777436703668;89;0;89;0;89;0;0;44.22560287086725
2025-11-06T18:37:25.678045;400;0;1;0;200;0;197;0;0;198.60907957472136;110;0;110;0;107;0;0;54.617496883048375;90;0;90;0;90;0;0;44.68704290431231
2025-11-06T18:37:27.694021;400;0;0;0;200;0;197;0;0;198.56406546789657;114;0;114;0;111;0;0;56.59075865835052;86;0;86;0;86;0;0;42.69127407559777
2025-11-06T18:37:29.708035;400;0;0;0;200;0;199;0;0;198.749259305153;118;0;118;0;117;0;0;58.63103149502014;82;0;82;0;82;0;0;40.74359815755637
2025-11-06T18:37:31.723018;400;0;0;0;200;0;200;0;0;198.63320519089356;110;0;110;0;110;0;0;54.624131427495726;90;0;90;0;90;0;0;44.69247116795105
2025-11-06T18:37:33.735031;400;0;0;1;199;0;197;0;0;198.92324118465524;111;0;111;0;108;0;0;55.20119942874183;89;1;88;0;89;0;0;44.26042116358579
2025-11-06T18:37:35.749036;400;0;4;1;199;0;181;4;0;198.77172338327225;114;1;113;0;95;2;0;56.649941164232594;86;0;86;0;86;2;0;42.735920527403536
2025-11-06T18:37:37.764065;400;0;0;0;200;0;200;0;0;198.65891271020575;87;0;87;0;87;0;0;43.20831351446975;113;0;113;0;113;0;0;56.12114284063313
2025-11-06T18:37:39.778069;400;0;1;0;200;0;196;0;0;198.82236859725438;110;0;110;0;106;0;0;54.67615136424495;90;0;90;0;90;0;0;44.73503293438223
2025-11-06T18:37:41.794064;400;0;0;1;199;0;197;1;0;198.57184451540667;115;0;115;0;112;1;0;57.089405298179415;85;1;84;0;85;0;0;42.19651695952392
2025-11-06T18:37:43.807067;400;0;0;1;199;0;199;0;0;198.82427713071476;119;1;118;0;118;0;0;59.150222446387644;81;0;81;0;81;0;0;40.26191611896974
2025-11-06T18:37:45.821081;400;0;0;0;200;0;198;0;0;198.79862102339743;115;0;115;0;113;0;0;57.15460354422676;85;0;85;0;85;0;0;42.244706967471956
2025-11-06T18:37:47.837047;400;0;0;0;200;0;200;0;0;198.5936337929404;118;0;118;0;118;0;0;58.58512196891743;82;0;82;0;82;0;0;40.711694927552784
2025-11-06T18:37:49.851031;400;0;0;0;200;0;197;0;0;198.7290600995753;114;0;114;0;111;0;0;56.63778212837895;86;0;86;0;86;0;0;42.72674792140869
2025-11-06T18:37:51.865064;400;0;0;0;200;0;200;0;0;198.7236225534016;112;0;112;0;112;0;0;55.64261431495245;88;0;88;0;88;0;0;43.71919696174836
2025-11-06T18:37:53.879025;400;0;0;0;200;0;198;0;0;198.7783175777153;112;0;112;0;110;0;0;55.65792892176029;88;0;88;0;88;0;0;43.73122986709737
2025-11-06T18:37:55.895041;396;0;0;0;198;0;197;0;0;196.5426253814723;115;0;115;0;114;0;0;57.07677252239726;83;0;83;0;83;0;0;41.19454016833889
2025-11-06T18:37:57.911034;394;0;0;0;197;0;196;0;0;195.553757718196;113;0;113;0;112;0;0;56.08521477704606;84;0;84;0;84;0;0;41.69166408205194
2025-11-06T18:37:59.925069;410;0;0;0;205;0;205;0;0;203.69164073632305;121;0;121;0;121;0;0;60.11387446120754;84;0;84;0;84;0;0;41.73194590695399
2025-11-06T18:38:01.941045;400;0;0;0;200;0;200;0;0;198.54474974417442;114;0;114;0;114;0;0;56.58525367708971;86;0;86;0;86;0;0;42.6871211949975
2025-11-06T18:38:03.955037;400;0;0;0;200;0;200;0;0;198.73595750182747;118;0;118;0;118;0;0;58.6271074630391;82;0;82;0;82;0;0;40.74087128787463
2025-11-06T18:38:05.972066;400;0;1;0;200;0;200;0;0;198.46893309741816;120;0;120;0;120;0;0;59.54067992922545;80;0;80;0;80;0;0;39.69378661948363
2025-11-06T18:38:07.986066;400;0;0;0;200;0;200;0;0;198.76472930516408;120;0;120;0;120;0;0;59.62941879154923;80;0;80;0;80;0;0;39.75294586103281
2025-11-06T18:38:10.000075;400;0;1;0;200;0;200;0;0;198.79433387159688;118;0;118;0;118;0;0;58.64432849212108;82;0;82;0;82;0;0;40.75283844367736
2025-11-06T18:38:12.014235;400;0;1;0;200;0;200;0;0;198.71317200152413;114;0;114;0;114;0;0;56.63325402043437;86;0;86;0;86;0;0;42.723331980327686
2025-11-06T18:38:14.038033;400;0;0;0;200;0;200;0;0;198.76432898561953;115;0;115;0;115;0;0;57.144744583365615;85;0;85;0;85;0;0;42.23741990944415
2025-11-06T18:38:16.054064;400;0;0;0;200;0;200;0;0;198.52689426735975;115;0;115;0;115;0;0;57.07648210186593;85;0;85;0;85;0;0;42.18696503181395
2025-11-06T18:38:18.071031;400;0;0;0;200;0;200;0;0;198.4414673810641;114;0;114;0;114;0;0;56.555818203603266;86;0;86;0;86;0;0;42.664915486928784
2025-11-06T18:38:20.085060;400;0;1;0;200;0;200;0;0;198.75432152104747;113;0;113;0;113;0;0;56.14809582969591;87;0;87;0;87;0;0;43.229064930827825
2025-11-06T18:38:22.102036;400;0;0;0;200;0;200;0;0;198.44803968105361;116;0;116;0;116;0;0;57.54993150750555;84;0;84;0;84;0;0;41.67408833302126
2025-11-06T18:38:24.116027;400;0;1;0;200;0;200;0;0;198.75203760567118;115;0;115;0;115;0;0;57.141210811630465;85;0;85;0;85;0;0;42.23480799120512
2025-11-06T18:38:26.130047;400;0;0;0;200;0;200;0;0;198.75095453012952;114;0;114;0;114;0;0;56.64402204108691;86;0;86;0;86;0;0;42.73145522397785
2025-11-06T18:38:28.146027;400;0;1;0;200;0;200;0;0;198.53791259663467;111;0;111;0;111;0;0;55.09427074556612;89;0;89;0;89;0;0;44.174685552751214
2025-11-06T18:38:30.162047;398;0;0;1;198;0;199;0;0;197.5369712724464;112;0;112;0;112;0;0;55.58829342340201;87;1;86;0;87;0;0;43.180192212821204
